,maxdegree_1,maxdegree_2,maxdegree_3,maxdegree_4,sector_1,sector_2,sector_3,sector_4,sector_5,regio_1,regio_2,regio_3,regio_4,n_founders,founding_age,n_investors,n_fund_rounds,avrg_inv_per_round,n_leadinvestors,leadinv_rate,years_till_firstfund,total_funding,%_first_funding_of_total,female_founders,founders_experience,has_valuation,has_moneyraised_data,alpha_bench,alpha_bench_binary,Cluster
CM.com,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0.0,0.0,0.0,0.0,0.05263157894736842,1.0,0.6206896551724138,0.00048436249428470107,1.0000000000000002,0,0.0,0,0,0.184,1,0
Pinduoduo,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0.2884615384615385,0.14166666666666666,0.2727272727272727,0.21875,0.21052631578947367,1.0,0.0,0.07022529737748968,0.00470488212206331,0,0.2222222222222222,1,1,0.274,1,1
Safe-T,1,0,0,0,0,0,1,0,0,0,0,0,1,3,0.13461538461538464,0.03333333333333333,0.2727272727272727,0.015625,0.0,0.0,0.0,0.0010602541734679757,0.19455252901892064,0,0.1111111111111111,0,0,0.052,1,1
ASLAN Pharmaceuticals,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0.44230769230769235,0.14166666666666666,0.2727272727272727,0.21875,0.15789473684210525,0.75,0.034482758620689655,0.004128912054627868,0.11999999982086515,0,0.2222222222222222,1,1,0.146,1,1
Azure Power,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0.5,0.08333333333333333,0.5454545454545454,0.035625000000000004,0.10526315789473684,0.2857142857142857,0.0,0.0031872512656401474,1.2749805369735019e-08,0,0.2222222222222222,0,0,0.27,1,1
Uzabase,1,0,0,0,0,0,1,0,0,0,0,1,0,4,0.13461538461538464,0.05,0.0,0.375,0.05263157894736842,1.0,0.20689655172413793,0.0001846748049539822,1.0000000000000002,0,0.1111111111111111,0,0,0.084,1,0
Artefact,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.5517241379310345,1.945809942867914e-06,1.0000000000000002,0,0.2222222222222222,0,0,0.561,1,0
Tuniu,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0.09615384615384615,0.06666666666666667,0.2727272727272727,0.078125,0.15789473684210525,0.75,0.10344827586206896,0.005078833067638333,0.024390243703841623,0,0.3333333333333333,1,1,0.619,1,1
Orexo,1,0,0,0,1,0,0,0,0,1,0,0,0,3,0.4038461538461539,0.03333333333333333,0.0,0.25,0.0,0.0,0.27586206896551724,0.000923173343630684,1.0000000000000002,0,0.1111111111111111,0,1,0.552,1,0
Spandana Sphoorty Financial,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0.0,0.075,0.1818181818181818,0.145625,0.21052631578947367,1.0,0.3448275862068966,0.017114099902240044,2.2095396083443673e-09,1,0.4444444444444444,1,1,0.098,1,1
China Rapid Finance,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.36538461538461536,0.075,0.2727272727272727,0.09375,0.10526315789473684,0.5,0.13793103448275862,0.007140910905744825,0.02313099500452383,0,0.2222222222222222,1,1,0.103,1,1
Balyo,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0.2115384615384615,0.04166666666666667,0.09090909090909091,0.125,0.0,0.0,0.3448275862068966,0.00044235285699801744,0.9999999068818071,0,0.2222222222222222,0,0,0.318,1,0
Venus MedTech,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0.2692307692307692,0.03333333333333333,0.36363636363636365,0.0,0.2631578947368421,1.0,0.13793103448275862,0.002864691130352681,0.2452802960665679,0,0.1111111111111111,0,1,0.282,1,1
Centogene,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.5192307692307692,0.025,0.0,0.1875,0.05263157894736842,1.0,0.3793103448275862,0.0011562147811931568,1.0000000000000002,0,0.4444444444444444,1,1,0.66,1,0
Bango,1,0,0,0,0,0,0,0,1,1,0,0,0,2,0.36538461538461536,0.025,0.0,0.1875,0.0,0.0,0.10344827586206896,0.00010052373916528806,1.0000000000000002,0,0.4444444444444444,0,1,0.017,1,0
TCNS Clothing,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0.0,0.0,0.0,0.0,0.05263157894736842,1.0,0.48275862068965514,0.005780948598993894,1.0000000000000002,0,0.0,1,1,0.154,1,0
Showroomprive,1,0,0,0,0,1,0,0,0,1,0,0,0,2,0.23076923076923078,0.0,0.0,0.0,0.05263157894736842,1.0,0.13793103448275862,0.0019381752211817809,1.0000000000000002,0,0.2222222222222222,1,1,0.016,1,0
DroneShield,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0.13461538461538464,0.025,0.1818181818181818,0.020625000000000004,0.0,0.0,0.06896551724137931,0.0002780240385134839,0.15532034285821,0,0.0,1,1,0.039,1,1
Innate Pharma,0,0,0,1,1,0,0,0,0,1,0,0,0,6,0.3269230769230769,0.14166666666666666,0.2727272727272727,0.21875,0.10526315789473684,0.5,0.034482758620689655,0.0046150394608538295,0.03914398445529449,0,0.1111111111111111,1,1,0.008,1,1
NuCana BioMed,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0.38461538461538464,0.03333333333333333,0.09090909090909091,0.09375,0.10526315789473684,1.0,0.48275862068965514,0.002787726010522843,0.15588669790572454,0,0.4444444444444444,1,1,0.07,1,1
Ujjivan Financial Services,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0.6730769230769231,0.1,0.2727272727272727,0.140625,0.10526315789473684,0.5,0.10344827586206896,0.006698147352461878,0.0871043668809108,0,0.2222222222222222,1,1,0.669,1,1
Merus,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0.4615384615384616,0.16666666666666666,0.2727272727272727,0.265625,0.15789473684210525,0.75,0.10344827586206896,0.006251848110566679,6.401384489672996e-09,0,0.1111111111111111,0,0,0.742,1,1
RareJob,1,0,0,0,0,1,0,0,0,0,0,1,0,4,0.11538461538461536,0.05,0.09090909090909091,0.15625,0.05263157894736842,0.5,0.034482758620689655,0.0001434219656082726,0.05564892113792903,0,0.1111111111111111,0,0,0.061,1,1
Footway,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0.2692307692307692,0.008333333333333333,0.09090909090909091,0.0,0.10526315789473684,1.0,0.06896551724137931,0.0005165068301430485,0.3277765614417036,1,0.1111111111111111,0,0,0.242,1,1
Ekinops,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0.44230769230769235,0.19166666666666668,0.5454545454545454,0.151875,0.15789473684210525,0.42857142857142855,0.0,0.00226774308898588,0.1389382584534798,0,0.2222222222222222,0,0,0.19,1,1
Renalytix AI,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.001196547188378173,1.0000000000000002,0,0.0,1,1,0.523,1,0
Oxford Immunotec,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0.09615384615384615,0.2,0.36363636363636365,0.25,0.21052631578947367,0.8,0.034482758620689655,0.004574128138762753,0.03815535431952014,0,0.1111111111111111,0,1,0.049,1,1
Basic-Fit,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0.38461538461538464,0.008333333333333333,0.0,0.0625,0.0,0.0,0.3448275862068966,0.006158338918568769,1.0000000000000002,0,0.2222222222222222,0,0,0.101,1,0
Protagonist Therapeutics,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0.11538461538461536,0.11666666666666667,0.36363636363636365,0.125,0.2631578947368421,1.0,0.1724137931034483,0.0028812114544954272,0.12895830330456295,0,0.1111111111111111,0,1,0.187,1,1
Aiming,1,0,0,0,0,0,1,0,0,0,0,1,0,2,0.3269230769230769,0.08333333333333333,0.2727272727272727,0.109375,0.21052631578947367,1.0,0.0,0.0014276775500661229,0.5579272413369941,0,0.1111111111111111,0,0,0.003,1,1
Hua Medicine,0,0,0,1,1,0,0,0,0,0,0,1,0,2,0.7692307692307694,0.18333333333333332,0.36363636363636365,0.22499999999999998,0.05263157894736842,0.2,0.0,0.010010162193871833,3.921850184315143e-09,0,0.6666666666666666,1,1,0.026,1,1
Median Technologies,1,0,0,0,1,0,0,0,0,1,0,0,0,2,0.4230769230769231,0.075,0.36363636363636365,0.0625,0.15789473684210525,0.6,0.034482758620689655,0.0014691204149153481,2.7886569910491963e-08,0,0.1111111111111111,0,0,0.245,1,1
Irisity AB (publ),0,1,0,0,0,0,1,0,0,1,0,0,0,1,0.11538461538461536,0.058333333333333334,0.36363636363636365,0.037500000000000006,0.0,0.0,0.034482758620689655,0.0004816283738037753,0.047134302628958014,0,0.1111111111111111,0,0,0.009,1,1
Ourpalm,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0.0,0.025,0.1818181818181818,0.020625000000000004,0.10526315789473684,0.6666666666666666,0.27586206896551724,0.0031375234375209263,1.295503118933303e-08,0,0.0,0,0,0.002,1,1
Kingdee,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.19230769230769235,0.008333333333333333,0.09090909090909091,0.0,0.05263157894736842,0.5,0.1724137931034483,0.0010934683681924546,0.9090710151413518,0,0.1111111111111111,0,0,0.242,1,0
XTPL,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0.38461538461538464,0.058333333333333334,0.36363636363636365,0.037500000000000006,0.3157894736842105,1.0,0.0,0.0004977317652236376,0.009275073507520756,0,0.1111111111111111,1,1,0.064,1,1
Equitas Holdings,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0.09615384615384615,0.125,0.2727272727272727,0.1875,0.10526315789473684,0.5,0.10344827586206896,0.005615745027159119,7.149378729076152e-09,0,0.0,1,1,0.262,1,1
Matomy,1,0,0,0,0,1,0,0,0,0,0,0,1,2,0.38461538461538464,0.008333333333333333,0.09090909090909091,0.0,0.05263157894736842,0.5,0.034482758620689655,0.0005109520224662722,0.08064516110317656,0,0.5555555555555556,1,1,0.012,1,1
iKang Healthcare Group,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0.2115384615384615,0.058333333333333334,0.09090909090909091,0.1875,0.0,0.0,0.13793103448275862,0.0051614348948566344,0.19999999983715017,0,0.2222222222222222,0,1,0.303,1,1
Faron Pharmaceuticals,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0.38461538461538464,0.0,0.0,0.0,0.05263157894736842,1.0,0.3103448275862069,6.80113295648558e-05,1.0000000000000002,1,0.1111111111111111,0,1,0.027,1,0
CAR Inc.,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0.25000000000000006,0.025,0.1818181818181818,0.020625000000000004,0.10526315789473684,0.6666666666666666,0.034482758620689655,0.014476272997004968,0.008558324718323154,1,0.2222222222222222,0,1,0.246,1,1
"FreeBit Co, Ltd",1,0,0,0,0,0,1,0,0,0,0,1,0,1,0.1538461538461539,0.04166666666666667,0.1818181818181818,0.0625,0.0,0.0,0.48275862068965514,0.00028855465635914987,0.5914784976635175,0,0.1111111111111111,0,0,0.917,1,0
500.com,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.2115384615384615,0.0,0.0,0.0,0.05263157894736842,1.0,0.41379310344827586,0.000824838965895817,1.0000000000000002,0,0.2222222222222222,0,0,0.666,1,0
Oneview Healthcare,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0.019230769230769218,0.008333333333333333,0.0,0.0625,0.0,0.0,0.24137931034482757,0.0004815782344946538,1.0000000000000002,0,0.3333333333333333,0,0,0.693,1,0
Arsanis,1,0,0,0,1,0,0,0,0,0,1,0,0,3,0.2884615384615385,0.15,0.4545454545454545,0.135625,0.2631578947368421,0.8333333333333334,0.0,0.00414007647629378,0.003989236133477989,0,0.0,1,1,0.357,1,1
Team17 Software,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.05263157894736842,1.0,0.896551724137931,0.0008991806103922882,1.0000000000000002,1,0.2222222222222222,1,1,0.022,1,0
Berry Genomics,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0.2884615384615385,0.04166666666666667,0.2727272727272727,0.03125,0.15789473684210525,0.75,0.034482758620689655,0.0060085773040224055,6.668748186210223e-09,0,0.0,0,0,0.219,1,1
Helios Towers Africa,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0.03846153846153849,0.04166666666666667,0.09090909090909091,0.125,0.0,0.0,0.3103448275862069,0.04101062790759939,0.6344410875388791,0,0.0,0,1,0.158,1,0
Auris Medical,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0.2884615384615385,0.04166666666666667,0.1818181818181818,0.0625,0.10526315789473684,0.6666666666666666,0.13793103448275862,0.002520020509663642,1.617788959980447e-08,0,0.3333333333333333,0,0,0.252,1,1
Kahoot!,1,0,0,0,0,0,1,0,0,1,0,0,0,5,0.2115384615384615,0.125,0.2727272727272727,0.1875,0.21052631578947367,1.0,0.10344827586206896,0.0024308910317485007,0.11038165048954622,0,0.1111111111111111,1,1,0.185,1,1
Aptiv,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0.17307692307692307,0.0,0.0,0.0,0.05263157894736842,1.0,0.0,0.00032922800258600946,1.0000000000000002,0,0.0,1,1,0.258,1,0
Mynet Inc.,1,0,0,0,0,0,1,0,0,0,0,1,0,2,0.2115384615384615,0.075,0.09090909090909091,0.25,0.0,0.0,0.27586206896551724,0.0006240022874283021,0.1116536216103071,0,0.1111111111111111,0,1,0.471,1,1
Kioson,0,0,1,0,0,1,0,0,0,0,0,1,0,3,0.4807692307692308,0.008333333333333333,0.0,0.0625,0.05263157894736842,1.0,0.06896551724137931,0.0001578898408492125,1.0000000000000002,0,0.2222222222222222,0,1,3.941,1,0
Enlivex Therapeutics,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0.19230769230769235,0.04166666666666667,0.2727272727272727,0.03125,0.15789473684210525,0.75,0.3103448275862069,0.0010768203416248285,0.26818783815322694,0,0.0,0,1,1.816,1,1
TerraSky,1,0,0,0,0,0,1,0,0,0,0,1,0,2,0.4230769230769231,0.025,0.2727272727272727,0.0,0.21052631578947367,1.0,0.13793103448275862,0.0001523702628517448,0.20408464610293495,0,0.1111111111111111,0,0,0.933,1,1
ImpediMed,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0.5384615384615385,0.008333333333333333,0.0,0.0625,0.05263157894736842,1.0,0.24137931034482757,0.00014023485670688166,1.0000000000000002,0,0.1111111111111111,0,0,0.028,1,0
Vista Land & Lifescapes,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0.09615384615384615,0.01666666666666667,0.1818181818181818,0.0,0.0,0.0,0.10344827586206896,0.021681800338516893,0.19047619031140195,0,0.0,0,0,0.111,1,1
Newron Pharmaceuticals,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0.5384615384615385,0.06666666666666667,0.1818181818181818,0.125,0.05263157894736842,0.3333333333333333,0.0,0.0012525217383798641,3.273962917466735e-08,1,0.1111111111111111,0,0,0.142,1,1
Dubber,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0.09615384615384615,0.0,0.0,0.0,0.0,0.0,0.06896551724137931,0.00022729201998077008,1.0000000000000002,0,0.0,0,0,0.587,1,0
Weipinhui,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0.2884615384615385,0.03333333333333333,0.09090909090909091,0.09375,0.10526315789473684,1.0,0.06896551724137931,0.002907644039205284,0.2839698990449291,0,0.2222222222222222,1,1,0.224,1,1
Bone Therapeutics,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0.2115384615384615,0.04166666666666667,0.1818181818181818,0.0625,0.0,0.0,0.24137931034482757,0.0009647975194906535,0.666539197919255,1,0.4444444444444444,0,0,0.008,1,0
InflaRx,0,0,1,0,1,0,0,0,0,1,0,0,0,2,0.2884615384615385,0.058333333333333334,0.36363636363636365,0.037500000000000006,0.2631578947368421,1.0,0.06896551724137931,0.0036746021288299523,1.1032392338967216e-08,0,0.1111111111111111,1,1,1.315,1,1
Syngene,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.05263157894736842,1.0,0.7241379310344828,0.002579798791206909,1.0000000000000002,0,0.0,0,0,0.23,1,0
Agile Content,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0.019230769230769218,0.03333333333333333,0.1818181818181818,0.041874999999999996,0.10526315789473684,0.6666666666666666,0.06896551724137931,0.0004493107806128374,9.147639870291783e-08,1,0.1111111111111111,0,0,0.121,1,1
Dixon Technologies,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0.1538461538461539,0.008333333333333333,0.09090909090909091,0.0,0.05263157894736842,0.5,0.5172413793103449,0.0015447569669562072,0.24979266525604854,0,0.1111111111111111,1,1,0.121,1,1
Amryt Pharma,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0.653846153846154,0.0,0.0,0.0,0.05263157894736842,1.0,0.13793103448275862,0.0008799068369410467,1.0000000000000002,0,0.1111111111111111,0,0,0.609,1,0
Nitro Games,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0.19230769230769235,0.04166666666666667,0.09090909090909091,0.125,0.10526315789473684,1.0,0.3448275862068966,0.00014799781772977124,0.8582604942129115,0,0.1111111111111111,0,0,0.236,1,0
DeNA,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0.30769230769230765,0.04166666666666667,0.09090909090909091,0.125,0.0,0.0,0.034482758620689655,0.0007989270205029177,0.6244666307939712,1,0.1111111111111111,1,0,0.033,1,0
Motus GI,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.2884615384615385,0.0,0.0,0.0,0.0,0.0,0.20689655172413793,0.0012378481019873235,1.0000000000000002,0,0.0,1,1,0.311,1,0
Ricksoft Japan,1,0,0,0,0,0,1,0,0,0,0,1,0,2,0.2884615384615385,0.008333333333333333,0.0,0.0625,0.05263157894736842,1.0,0.3448275862068966,5.3432354866307285e-05,1.0000000000000002,0,0.1111111111111111,0,0,0.165,1,0
bushiroad,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0.019230769230769218,0.0,0.0,0.0,0.05263157894736842,1.0,0.3103448275862069,0.0006573933326648553,1.0000000000000002,0,0.0,0,0,0.354,1,0
Momo,1,0,0,0,0,0,1,0,0,0,0,1,0,3,0.19230769230769235,0.1,0.2727272727272727,0.140625,0.2631578947368421,1.0,0.0,0.014406409238862914,0.009586815298826209,0,0.2222222222222222,0,0,0.231,1,1
Wedia,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0.19230769230769235,0.01666666666666667,0.09090909090909091,0.03125,0.0,0.0,0.20689655172413793,0.0002858620432964013,0.2805755394218976,0,0.2222222222222222,0,0,0.332,1,1
Bizzy Labs,1,0,0,0,0,1,0,0,0,0,1,0,0,2,0.1538461538461539,0.025,0.1818181818181818,0.020625000000000004,0.0,0.0,0.0,6.160510355402683e-05,0.012567673151318405,0,0.1111111111111111,0,0,0.21,1,1
Parag Milk Foods,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0.1538461538461539,0.05,0.09090909090909091,0.15625,0.05263157894736842,0.5,0.6896551724137931,0.003344194696054006,0.35802469122734276,0,0.1111111111111111,1,1,0.026,1,1
Fixstars,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0.25000000000000006,0.025,0.1818181818181818,0.020625000000000004,0.0,0.0,0.3793103448275862,0.00012646554511872693,0.5724353087164802,0,0.1111111111111111,0,0,0.954,1,0
Huya.com,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0.44230769230769235,0.05,0.09090909090909091,0.15625,0.10526315789473684,1.0,0.034482758620689655,0.02216089093638304,0.13976891521810592,0,0.4444444444444444,1,1,0.339,1,1
Diurnal Group PLC,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0.5576923076923077,0.04166666666666667,0.1818181818181818,0.0625,0.10526315789473684,0.6666666666666666,0.1724137931034483,0.0004942633971005682,0.11126810867537772,0,0.2222222222222222,0,1,0.083,1,1
Applegreen,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0.3461538461538462,0.0,0.0,0.0,0.0,0.0,0.896551724137931,0.002287297873853318,1.0000000000000002,0,0.1111111111111111,0,0,0.37,1,0
Eris Lifesciences,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0.25000000000000006,0.0,0.0,0.0,0.0,0.0,0.13793103448275862,0.0014352678319692125,1.0000000000000002,0,0.1111111111111111,0,0,0.177,1,0
GIGAS,1,0,0,0,0,0,1,0,0,1,0,0,0,3,0.09615384615384615,0.075,0.1818181818181818,0.145625,0.0,0.0,0.0,0.0005355392410551582,0.19237696264813112,0,0.1111111111111111,0,0,0.078,1,1
Uniti Wireless,1,0,0,0,0,1,0,0,0,0,0,0,1,2,0.2115384615384615,0.0,0.0,0.0,0.05263157894736842,1.0,0.13793103448275862,0.0002053252617585575,1.0000000000000002,1,0.1111111111111111,1,1,6.479,1,0
FLEXIROAM,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0.1538461538461539,0.01666666666666667,0.09090909090909091,0.03125,0.0,0.0,0.06896551724137931,1.4597642711499856e-05,0.39790575903974,0,0.2222222222222222,0,0,0.078,1,0
Scigineer Inc.,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0.25000000000000006,0.04166666666666667,0.2727272727272727,0.03125,0.15789473684210525,0.75,0.10344827586206896,0.00027901901882324194,0.5868974499598549,0,0.1111111111111111,0,0,0.261,1,1
Versarien,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0.2115384615384615,0.0,0.0,0.0,0.0,0.0,0.27586206896551724,0.00021358544448038763,1.0000000000000002,0,0.0,0,0,0.229,1,0
DAQO NEW ENERGY CORP,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0.8461538461538463,0.008333333333333333,0.09090909090909091,0.0,0.0,0.0,0.06896551724137931,0.003139755214989624,1.2945681407489035e-08,0,0.1111111111111111,1,1,0.17,1,1
Mirada,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.4482758620689655,7.179577357977588e-05,1.0000000000000002,0,0.0,0,0,0.001,1,0
KAYAC,1,0,0,0,0,0,1,0,0,0,0,1,0,4,0.09615384615384615,0.008333333333333333,0.0,0.0625,0.0,0.0,0.4482758620689655,1.6030371404601295e-05,1.0000000000000002,0,0.1111111111111111,0,0,0.308,1,0
Aptorum Group,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0.19230769230769235,0.0,0.0,0.0,0.0,0.0,0.27586206896551724,6.4918675852889e-05,1.0000000000000002,0,0.2222222222222222,0,1,0.505,1,0
Linekong,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0.2884615384615385,0.05,0.1818181818181818,0.083125,0.05263157894736842,0.3333333333333333,0.0,0.004748425758765128,0.08695652155326918,1,0.1111111111111111,0,1,0.174,1,1
FFRI,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0.25000000000000006,0.0,0.0,0.0,0.0,0.0,0.13793103448275862,5.062298412078564e-05,1.0000000000000002,0,0.1111111111111111,0,0,2.67,1,0
LBT Innovations Limited,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0.17307692307692307,0.0,0.0,0.0,0.0,0.0,0.4482758620689655,0.0001020729777356809,1.0000000000000002,1,0.2222222222222222,0,0,0.398,1,0
Implanet,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0.23076923076923078,0.13333333333333333,0.36363636363636365,0.15,0.15789473684210525,0.6,0.0,0.0034731838921979066,0.21032054463669064,0,0.1111111111111111,0,0,0.082,1,1
XING,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0.11538461538461536,0.025,0.09090909090909091,0.0625,0.05263157894736842,0.5,0.034482758620689655,0.00028132992884241474,1.4598958280937954e-07,0,0.4444444444444444,0,1,0.106,1,1
NetPosa Technologies,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0.0,0.008333333333333333,0.09090909090909091,0.0,0.05263157894736842,0.5,0.3103448275862069,0.0003103080540616576,0.38841710962238557,0,0.0,0,0,0.651,1,1
istyle Inc.,1,0,0,0,0,0,1,0,0,0,0,1,0,6,0.11538461538461536,0.10833333333333334,0.2727272727272727,0.15625,0.0,0.0,0.034482758620689655,0.00043158698914843376,0.0027532903609607876,1,0.1111111111111111,0,0,0.066,1,1
Stentys,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0.25000000000000006,0.04166666666666667,0.1818181818181818,0.0625,0.05263157894736842,0.3333333333333333,0.034482758620689655,0.0016591174621015737,2.4672058936054726e-08,0,0.1111111111111111,0,0,0.913,1,1
OpenLearning,1,0,0,0,0,0,1,0,0,0,0,0,1,3,0.11538461538461536,0.075,0.1818181818181818,0.145625,0.05263157894736842,0.3333333333333333,0.06896551724137931,0.00042201137232815216,0.004540174945590229,0,0.2222222222222222,0,1,0.064,1,1
Tracsis,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.24137931034482757,0.00013482034823363563,1.0000000000000002,0,0.0,0,0,0.523,1,0
Italy Innovazioni,1,0,0,0,0,0,0,0,1,1,0,0,0,2,0.30769230769230765,0.0,0.0,0.0,0.0,0.0,0.10344827586206896,7.592768218088975e-05,1.0000000000000002,0,0.0,0,1,1.216,1,0
Manolete Partners,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0.4038461538461539,0.0,0.0,0.0,0.05263157894736842,1.0,0.3103448275862069,0.0005852573221587673,1.0000000000000002,0,0.1111111111111111,1,1,1.569,1,0
Dream Link Entertainment,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0.2692307692307692,0.03333333333333333,0.36363636363636365,0.0,0.05263157894736842,0.2,0.27586206896551724,0.001733459189199872,2.3605959772930654e-08,0,0.1111111111111111,0,0,0.524,1,1
Big Sofa,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0.03846153846153849,0.0,0.0,0.0,0.0,0.0,0.24137931034482757,4.4948279891801946e-05,1.0000000000000002,0,0.0,0,0,0.168,1,0
Apex Frozen Foods,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0.0,0.01666666666666667,0.0,0.125,0.0,0.0,0.6896551724137931,0.0002797521100398044,1.0000000000000002,0,0.0,1,1,1.532,1,0
Altplus Inc.,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0.38461538461538464,0.025,0.0,0.1875,0.0,0.0,0.0,1.1144803731947645e-05,1.0000000000000002,0,0.1111111111111111,0,0,0.206,1,0
Amoeba,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0.2884615384615385,0.0,0.0,0.0,0.0,0.0,0.13793103448275862,3.554315324289895e-05,1.0000000000000002,0,0.1111111111111111,0,0,2.528,1,0
ECSC Group,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0.25000000000000006,0.0,0.0,0.0,0.0,0.0,0.5517241379310345,0.00030773864162420505,1.0000000000000002,0,0.1111111111111111,0,0,0.745,1,0
Liquefied Natural Gas,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.05769230769230771,0.0,0.0,0.0,0.0,0.0,0.3793103448275862,0.00045313074341346137,1.0000000000000002,0,0.1111111111111111,0,0,1.228,1,0
InspireMD,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0.5192307692307692,0.0,0.0,0.0,0.0,0.0,0.1724137931034483,6.407613721526232e-05,1.0000000000000002,0,0.3333333333333333,0,0,0.177,1,0
Cantargia,1,0,0,0,1,0,0,0,0,1,0,0,0,2,0.5769230769230769,0.008333333333333333,0.0,0.0625,0.0,0.0,0.10344827586206896,4.012160732195495e-05,1.0000000000000002,0,0.2222222222222222,0,0,0.006,1,0
